,text_id,predict_event,pleasantness,goal_relevance,other_responsblt,urgency,self_control,social_norms,hidden_emo_text,emotion,predicted_predict_event,gate_weights_predict_event,predicted_pleasantness,gate_weights_pleasantness,predicted_goal_relevance,gate_weights_goal_relevance,predicted_other_responsblt,gate_weights_other_responsblt,predicted_urgency,gate_weights_urgency,predicted_self_control,gate_weights_self_control,predicted_social_norms,gate_weights_social_norms,emo_predictions
307,3948,2.2,3.4,4.8,2.8,2.8,1.0,1.0,I felt ... when my COVID test came back negative,relief,-0.2811487,0.10791892,-0.39474547,0.1756993,0.045607913,0.14534363,-0.050214224,0.124746345,0.07503244,0.18435922,0.19210985,0.1383093,0.26800656,0.123623304,surprise
308,3964,3.0,4.2,4.6,3.6,3.4,2.8,1.2,I thought my boss was upset with me about a mistake I made at work but it turned out she was really understanding once I spoke with her.,relief,-0.20358215,0.10726357,-0.10623797,0.14887926,0.26039988,0.14399041,-0.06234429,0.12287713,-0.007504717,0.18365733,0.033885166,0.14194064,-0.10682012,0.15139169,surprise
309,3966,2.2,3.4,3.2,3.2,2.4,1.2,1.2,I'm supposed to speak publicly but the event gets cancelled.,relief,-0.27784008,0.11031796,-0.5930046,0.16838026,0.12689008,0.15196271,-0.27605242,0.124980636,0.039501116,0.18649447,0.3843432,0.14685841,0.33431995,0.11100561,surprise
310,3969,1.8,1.4,3.2,4.8,4.0,1.4,4.2,"I felt ... when I entered my car and saw that it has been broken into but that nothing was taken or damaged. Someone had gone through it over night. In the morning, I got into the car to go to work and saw they the contents of the glove compartment and centre console had been emptied all over the seat and floor. I searched through and was ... to find nothing was missing or damaged.",relief,-0.17092384,0.099457964,-0.5302318,0.20606571,0.25566489,0.14447689,-0.16618645,0.12165165,-0.083819315,0.18245308,0.31343013,0.1461097,0.34251678,0.09978495,surprise
311,3973,2.8,2.2,4.6,3.0,4.0,2.4,2.8,I felt ... when I was able to collect enough money for my business to make payroll. I was worried I did not have enough money in the business bank account to pay employees for the time period and wasn't sure what to do. At the last minute I had a few customers make payments on their accounts and was able to successfully pay my employees.,relief,-0.29083398,0.1038142,-0.56758374,0.17456006,0.23590322,0.14356418,-0.21888778,0.12804873,-0.061938763,0.18973713,0.28786272,0.14999245,0.38242787,0.11028317,surprise
312,3975,2.8,4.6,4.2,4.4,4.0,2.8,1.0,I felt ... when I got a job at my current position permanently.,relief,-0.068735704,0.10844304,-0.3619901,0.18960932,0.2406479,0.13871463,-0.12511517,0.10486522,0.12596622,0.16654734,-0.049317442,0.14981684,0.20354001,0.14200358,surprise
313,3983,4.0,4.4,2.4,3.4,1.8,1.8,1.4,when I got a professional massage because I felt like I could finally relax and did not have to worry about anything.,relief,-0.15456168,0.11000782,-0.6073074,0.19739217,0.1653338,0.15627967,-0.34780943,0.12768154,0.004440918,0.16688587,0.3454677,0.14092763,0.5290695,0.10082533,surprise
314,399,3.0,1.2,2.6,4.6,4.0,1.2,1.6,I felt ... when I walked outside to my garden and saw that deer ate a lot of the plants,anger,-0.27037898,0.10207256,-0.6519547,0.19309686,0.15547343,0.15282683,-0.1791758,0.12328453,-0.009475961,0.17786355,0.23001114,0.14538859,0.38681543,0.10546714,surprise
315,3991,4.0,3.0,2.6,1.2,2.2,4.4,1.0,I felt ... when I managed to complete a work task that I had been putting off.,relief,-0.23754705,0.11200733,-0.6130281,0.19775562,0.24153344,0.1530139,-0.3148019,0.123953395,0.042076968,0.16810012,0.30409428,0.14509243,0.5447325,0.10007716,surprise
316,3998,2.8,4.2,2.0,3.8,1.8,2.0,1.6,I didn't have to go to my senior year graduation.,relief,-0.2432792,0.113404416,-0.64556307,0.204181,0.19518486,0.14793375,-0.38975623,0.12706164,-0.039585933,0.17128384,0.3219747,0.13774775,0.5284564,0.09838756,surprise
317,410,3.2,1.4,3.0,5.0,1.2,1.6,1.4,My ex boyfriend started dating a new girl only a few months after he broke up with me.,sadness,-0.22122689,0.10976842,-0.11958634,0.15101482,0.10951252,0.13608383,-0.07973748,0.11724974,-0.009577975,0.19781926,0.22876339,0.13411455,-0.022583678,0.15394935,surprise
318,41006,4.8,2.2,2.2,1.4,2.6,4.6,1.0,I felt ... when i was brushing my teeth this morning.,no-emotion,-0.04619552,0.10436142,-0.31577417,0.17387551,0.009352405,0.14836703,-0.090554826,0.122007154,0.22266829,0.18397507,0.11556697,0.13845327,0.17375715,0.12896052,surprise
319,41007,4.8,2.6,1.8,2.0,3.2,4.4,1.0,when I was cooking my dinner for myself and my boyfriend because it is something I do everyday. I am used to doing this task frequently so it's almost sometimes robot like.,boredom,-0.18838127,0.10118271,-0.212438,0.1641338,0.025371391,0.13901229,-0.18143113,0.13315369,0.20808382,0.18619907,0.18673727,0.14024135,0.14729485,0.1360771,surprise
320,41013,2.0,1.2,2.4,3.0,3.6,1.0,2.0,Vanessa Feltz was screaming get your vaccine on morning television and half of her face wasn't moving yet the other half was incredibly animated.,anger,-0.21252844,0.107937194,-0.5289918,0.19082455,0.07260193,0.14578532,-0.29569048,0.124226585,-0.030784592,0.18138322,0.2857868,0.14422333,0.31043303,0.1056198,surprise
321,41017,4.4,3.0,2.8,2.2,2.2,3.0,1.4,I was driving to work,no-emotion,-0.35476556,0.11377456,-0.6967522,0.17125773,0.19345823,0.15776221,-0.3944041,0.1233181,-0.051521897,0.17957471,0.438932,0.14978048,0.45150667,0.10453221,surprise
322,41018,4.2,3.2,2.8,2.4,2.8,2.8,1.4,The last time I had to work,relief,-0.15724027,0.11333785,-0.5857667,0.19966458,0.16764359,0.1544909,-0.36036348,0.12745543,-0.015928961,0.16108662,0.3206047,0.1421586,0.5496045,0.10180605,surprise
323,41020,4.8,3.0,2.4,1.8,2.6,3.6,1.2,i felt ... when I was grocery shopping,boredom,-0.27609745,0.11262071,-0.33317396,0.15262905,0.0760812,0.14772919,-0.08355462,0.1136125,0.15158312,0.19870251,0.3323968,0.13045222,0.23093246,0.1442538,surprise
324,41023,4.0,2.8,1.8,1.8,2.4,2.2,1.4,I looked at my monthly blood test results as it's been stable for a long time and doesn't need a happy or sad response to it. It just is.,no-emotion,-0.29583123,0.11784864,-0.4851462,0.17570746,0.11423233,0.14954002,-0.28364927,0.12581736,0.028666407,0.16606355,0.34214303,0.15463088,0.346354,0.11039208,surprise
325,41045,2.4,2.6,3.8,4.0,2.6,2.8,1.6,I felt ... when my boss was giving me the outcome on my pay raise because my attention and energy was directed towards other personal problems in my life at the time.,no-emotion,-0.17267315,0.098965414,-0.6276577,0.20130397,0.15695101,0.14453177,-0.26810998,0.12435744,-0.050346926,0.18391132,0.29627475,0.13973655,0.42994773,0.1071935,surprise
326,41049,2.4,3.4,1.2,5.0,2.2,2.2,1.0,my mother gave me a couple candles she bought for me.,no-emotion,-0.32130116,0.11130229,-0.20427805,0.15087315,0.09057258,0.1495835,-0.07339295,0.12437082,0.16282593,0.19030893,-0.044276617,0.12625012,0.09319183,0.14731118,surprise
327,41051,3.2,1.2,1.6,3.0,1.8,1.2,1.0,I went to the art museum with my family and there was no art compelling enough for me to care very much.,boredom,-0.19355915,0.11433625,-0.56834406,0.19500042,0.20907877,0.15342215,-0.35852304,0.12677109,0.0047033723,0.17158465,0.3833369,0.13941811,0.538577,0.09946736,surprise
328,41052,5.0,4.8,3.6,1.4,3.4,5.0,1.0,I bought my car recently,pride,-0.5449453,0.10867734,-0.1437184,0.14147036,0.20312567,0.1409087,-0.12558717,0.11356147,0.01879476,0.21949957,0.30369645,0.13877,0.028058246,0.13711254,surprise
329,41058,4.0,4.8,4.8,1.4,3.2,3.2,1.0,I passed my university exams,relief,-0.470901,0.107359014,-0.45622686,0.15638795,0.2820086,0.15109761,-0.31241202,0.12894113,-0.27829143,0.2006574,0.23608701,0.13803728,0.2263749,0.11751958,surprise
330,41082,2.2,5.0,3.0,4.0,1.8,2.8,1.0,I felt ... when I completed a drawing and my art instructor complimented my skill and attention to detail,pride,-0.18502034,0.11161286,-0.5916087,0.19866106,0.16486321,0.1532694,-0.29529536,0.12577783,-0.00040625827,0.164867,0.29754147,0.14279743,0.52340245,0.10301435,surprise
331,41097,2.8,3.8,3.2,3.2,3.6,4.4,2.6,I retained all PT employees after a location closure at my company.,pride,-0.13485457,0.102606274,-0.26673138,0.1691533,-0.09010655,0.13802896,-0.14417684,0.11782003,-0.025324583,0.19454832,0.27822316,0.13850743,0.1537934,0.13933565,surprise
332,41102,3.6,2.6,2.6,3.2,1.2,1.4,1.2,Wizkid sold out three shows at the O2,joy,-0.22400105,0.1098142,-0.63372695,0.20481466,0.1742451,0.14168909,-0.31469613,0.12507345,-0.06536785,0.18615161,0.37065056,0.12627451,0.2591557,0.10618248,surprise
333,41109,3.4,3.2,2.6,3.8,4.0,3.6,1.8,I helped out a friend in need,pride,-0.5312156,0.113769114,-0.28176445,0.15173078,0.20753966,0.13576247,-0.049439326,0.11090512,0.13144512,0.20776829,0.32530385,0.14419718,0.080489546,0.13586709,surprise
334,41111,1.8,4.8,2.2,5.0,3.2,1.2,1.0,I felt ... when my oldest child stole the basketball from a member of the opposing team. I couldn't stop smiling and cheering them on! I was so happy for them because they were super shy and reserved.,pride,-0.23626137,0.103674956,-0.5859049,0.19758128,0.20242743,0.14646275,-0.23514919,0.122881465,-0.074676245,0.17966868,0.36090767,0.14454614,0.40529174,0.10518471,surprise
335,41128,3.0,4.8,4.2,2.4,2.6,3.4,1.0,I finished a book I was preparing for several years and it was published with a leading publisher.,pride,-0.07233141,0.09954796,-0.3335168,0.17113899,0.07529317,0.148661,-0.14004762,0.11640415,-0.03645815,0.19922496,0.2459092,0.13547385,0.12928593,0.12954915,surprise
336,41142,4.4,4.8,4.2,3.0,4.0,4.6,1.2,"I felt ... when I accomplish my goals through a team effort. I take part in team sports and have a pivotal role in success, and being able to do my job and make my team proud of me gives me a strong sense of ....",pride,-0.2535926,0.10682127,-0.5848511,0.18932906,0.13269223,0.14112575,-0.23255561,0.12772635,-0.00477621,0.18162681,0.20687163,0.14703073,0.37342227,0.106340095,surprise
337,41167,3.6,4.8,3.4,1.2,2.2,4.6,1.0,I felt ... when I ran a marathon at a decent pace and finished the race in a good place,pride,-0.24103287,0.10046117,-0.607457,0.19982696,0.13680781,0.14671153,-0.23265104,0.12577231,-0.033390537,0.17609484,0.23079194,0.14796701,0.45850635,0.10316618,surprise
338,4117,3.6,1.6,3.8,1.4,2.4,4.4,2.4,I got a low score on my biology quiz.,sadness,-0.23539539,0.10358193,-0.492175,0.19185676,0.042679008,0.14194323,-0.35231617,0.123105094,-0.003372923,0.18680471,0.32243553,0.14342894,0.32008296,0.10927934,surprise
339,41201,3.4,4.6,4.0,2.8,3.6,3.8,2.8,I felt ... when I was able to get out of my toxic household because I was finally given a sense of relief and freedom. I was now living for myself and focusing on me.,relief,0.037097592,0.10113793,-0.36167073,0.19028048,0.26924425,0.13742323,0.021553835,0.11880128,-0.043931797,0.1630154,-0.07794817,0.1424424,0.2909556,0.14689933,surprise
340,41202,3.6,3.6,4.2,2.0,4.0,4.4,1.0,I accomplished a difficult presentation on my own,pride,-0.21848182,0.103877276,-0.4555563,0.17896105,0.045094002,0.13960747,-0.2813659,0.12677947,-0.07528265,0.18821822,0.27243012,0.14554062,0.36857653,0.1170159,surprise
341,41208,3.8,5.0,3.4,3.0,3.4,4.6,1.0,"I felt ... when I was at a track and field meet in 5th grade. I was running the 100m, and all of the girls I was competing against were much taller than me. They all said to me ""you're not going to win. You're too short. Short people are not fast."" Anyway, I ended up absolutely SMOKING all of them and getting first place. They all looked at me in such disbelief. It was awesome.",pride,-0.2677407,0.10289904,-0.5571275,0.19671638,0.23740886,0.14428249,-0.17287432,0.11911464,0.071076706,0.18687904,0.27265182,0.14894743,0.3387168,0.10116102,surprise
342,41209,3.4,4.8,3.2,4.2,3.4,4.4,1.0,"I felt ... when at my job as a tour guide, the random strangers who sign up tell me that I do a good job, or that I seem like a natural, or that they have had a good time. Also I feel ... when I get tipped for a job well done, because that proves I really did a good job.",pride,-0.19492055,0.105395176,-0.57957715,0.20166932,0.21416137,0.14477976,-0.19262958,0.12748757,0.008786619,0.17955427,0.343115,0.14015737,0.37415105,0.10095652,surprise
343,41210,3.2,5.0,3.0,2.2,3.2,2.2,1.0,I won an award for my university work,pride,-0.44454542,0.109195925,-0.48639712,0.15394494,0.29245555,0.15514863,-0.28888524,0.12875907,-0.2879263,0.20069009,0.3268059,0.12808488,0.08148292,0.12417647,surprise
344,41220,2.2,1.8,4.2,1.2,4.4,2.0,1.2,"I felt ... when I was very broke and I needed some money to pay for a particular bill that came up unexpected. My car engine broke down and I wasn't expecting such situation to happen initially, but the situation happened at a time when I had no money.But at the end of the day, my close friend loaned me some money to fix the problem, so i was well ....",relief,-0.23104593,0.10167467,-0.5466263,0.19506703,0.13636705,0.14670122,-0.20896052,0.124516614,0.087649375,0.18799317,0.35041416,0.13487339,0.38789052,0.10917388,surprise
345,41225,2.4,2.0,3.6,4.4,3.2,2.2,3.8,My car was hit by a drunk driver and because it's an older car we were pretty sure it would be totaled even though the damage was only cosmetic. It was totaled but his insurance let us take the car back and gave a couple grand for when we get a new car. It was a ... to be able to get the car back because I don't have another one yet.,relief,-0.21378799,0.105432615,-0.53688973,0.18848611,0.2526694,0.14658454,-0.26696816,0.12484687,-0.04701601,0.1823652,0.32216814,0.14645168,0.295601,0.10583302,surprise
346,41228,2.2,2.0,3.6,1.8,3.2,1.4,1.0,My grandad recovered from a temporary ailment. I have not lost anyone close to me as yet and I did not feel ready to. This was the closest I have come and I felt a sense of hopelessness and upset and so the ... when it was not life threatening was huge.,relief,-0.21174589,0.10729118,-0.5271104,0.1930775,0.20667844,0.14310113,-0.24623923,0.12425296,-0.09581256,0.18301666,0.3642822,0.14264424,0.38056862,0.10661635,surprise
347,41236,4.0,4.6,2.8,4.4,3.2,2.2,1.2,Arsenal won 2 games,joy,-0.22196,0.113580994,-0.5423177,0.18572128,0.021181766,0.13830915,-0.25034615,0.12012108,0.012647763,0.1831213,0.39326864,0.13885385,0.26081908,0.12029238,surprise
348,41239,1.8,4.8,3.4,3.2,3.0,1.2,1.6,I found out my mam didn't need a serious surgery,relief,-0.5442757,0.109323375,-0.054202832,0.13031137,0.11456473,0.14026827,-0.08886043,0.12319255,0.07358539,0.19697139,0.038703486,0.14822844,0.09998741,0.15170462,surprise
349,41251,3.0,4.4,4.2,2.4,2.6,3.4,1.2,"i got into university. Because i felt like i actually had a future, and wouldn't feel any regret with my past education.",relief,-0.12959482,0.099152945,-0.18054949,0.17563695,0.071247116,0.14540252,-0.05318819,0.117576435,0.06106125,0.20249894,0.25080794,0.13284929,0.16492583,0.1268829,surprise
350,41260,2.4,4.4,4.2,3.6,2.4,3.2,1.8,"I felt ... when I realized that despite my past, I had the ability to love again. After a horrible toxic relationship, I felt as if I would be better off alone forever. I moved to a different city, met new people and was able to fall in love again.",relief,-0.27137125,0.103711285,-0.65306574,0.18208802,0.20886695,0.14750211,-0.22111572,0.124104105,-0.0968204,0.19181463,0.333706,0.14638098,0.41386062,0.10439891,surprise
351,41262,3.0,4.0,4.2,3.6,3.4,2.8,1.6,"I felt ... when my wife successfully delivered our son. Prior to that moment, it has been very tensed for us.",relief,-0.10920222,0.09922266,-0.4099345,0.1892471,0.0750995,0.14420919,0.14065637,0.119673885,-0.0030423258,0.18623859,0.10229196,0.13525,0.3094685,0.12615861,surprise
352,41271,1.4,4.0,2.6,1.8,3.0,1.0,1.0,"i felt ... when I found out that my boyfriends dog was going to be okay. They had taken the dog to the vet to get some tests and found out that if the results were bad, they would have to put him down.",relief,-0.16462028,0.11217687,-0.5754114,0.19537336,0.16694754,0.15286672,-0.3181944,0.12406374,0.027341232,0.16655211,0.34163284,0.14807527,0.4702809,0.10089184,surprise
353,41278,1.6,3.0,3.4,1.2,4.4,1.6,1.2,I felt ... when my boyfriend said I could move in when my flat flooded,relief,0.02869292,0.113292195,-0.2716634,0.19059782,0.36417788,0.14441486,-0.09903009,0.103729255,0.09433271,0.16472742,0.16671346,0.13448448,0.3019092,0.14875397,surprise
354,41287,3.0,2.2,1.8,2.0,2.6,2.8,2.0,I felt ... when I woke up this morning because another day had passed,surprise,0.012565095,0.11443163,-0.35212138,0.18127733,0.28528517,0.14086135,0.06108465,0.10857359,0.061546102,0.16347884,0.040871307,0.14514779,0.2834608,0.14622946,surprise
355,41296,1.0,1.8,3.4,3.6,4.0,1.0,1.8,i felt ... when i heard that my cousin was not a part of the crew that suffered a crash.,relief,-0.21304601,0.1067105,-0.5950566,0.20006616,0.17827974,0.14693409,-0.2834879,0.1255311,-0.02143301,0.17905708,0.3631208,0.14067093,0.4332453,0.10103019,surprise
356,41299,3.2,4.8,4.8,1.4,2.2,2.6,1.0,I got my Leaving Cert results and had enough points to go to college,relief,-0.16858694,0.113422655,-0.5902561,0.19699295,0.14624442,0.15251063,-0.34060767,0.12682304,-0.0036420901,0.16355617,0.3054041,0.14466916,0.4943825,0.102025405,surprise
357,41311,2.0,3.4,5.0,3.4,4.6,3.2,3.2,I signed a lease to our house just before we became homeless.,relief,-0.2062444,0.11256399,-0.60571456,0.2010333,0.20865782,0.15334862,-0.40054238,0.12627536,-0.04991916,0.16898172,0.38141805,0.13890369,0.5068744,0.09889326,surprise
358,41319,2.0,4.2,4.0,4.4,3.2,2.6,2.6,So basically I felt a huge ... a few months back because let me start of by saying IÂm 19 so I make minimum wage. So basically over the course of about two months I got about 4 speeding tickets each of them 200$ a piece so it was a lot for someone my age and I was working super hard. Anyways so one day IÂm coming home from work super tired and upset because I know all my money from work is going towards these tickets right. So I get a phone call from my mom telling me she had a surprise for me and she pretty much went to the court house and paid all my ticket fees and the ... I felt knowing I wouldnÂt have to slave my days away just to give my money back to the governing anyways I know this is long but I admire my mom for that and it was a big ... and weight off my chest !,relief,-0.26262093,0.099017546,-0.5084645,0.1835872,0.25439954,0.15129387,-0.19975224,0.121245645,0.017321184,0.18904921,0.11476794,0.14652263,0.27337527,0.10928384,surprise
359,41343,3.4,5.0,4.8,3.0,3.0,2.8,1.0,I felt ... when I received my masters acceptance and saw that I got a scholarship too.,joy,-0.14303458,0.10843903,-0.39314073,0.20279422,0.36509562,0.1481371,-0.01782089,0.109485224,0.11849727,0.1589259,-0.078040615,0.14634258,0.38500088,0.12587595,surprise
360,41348,4.4,4.8,4.6,2.6,2.0,4.4,1.6,When I finally finished moving out of my apartment into my new place,relief,-0.29023594,0.10317239,-0.40498397,0.16671388,-0.00026562437,0.1451588,-0.09077167,0.11692858,-0.017198727,0.20323086,0.24813396,0.1385114,0.29819572,0.12628408,surprise
361,41349,3.8,2.8,3.0,2.8,2.8,2.2,1.0,a recent dental surgery was over because I am terrified of dentists,relief,-0.14530899,0.10864541,-0.048600085,0.14210011,0.14499739,0.1465384,-0.03814806,0.11618306,-0.06411721,0.19400084,0.1386806,0.14547361,0.19733334,0.14705856,surprise
362,41352,2.4,4.2,2.8,3.0,1.4,1.8,1.0,I'm dog-sitting a puppy and I left him alone yesterday for the first time. When I came home he was napping and hadn't peed in the house or destroyed anything.,relief,-0.17345127,0.102685235,-0.56619006,0.19918215,0.16520312,0.14589268,-0.30375153,0.12224355,-0.049223587,0.1842263,0.40039432,0.14456671,0.39137894,0.101203375,surprise
363,41360,2.8,3.4,3.8,4.0,3.0,1.6,1.4,When I made it through my surgery safely,relief,-0.500876,0.112341315,-0.24198426,0.15228203,0.13608171,0.13390613,-0.13996418,0.11535507,0.06658177,0.20402475,0.25898662,0.1505034,0.19780596,0.13158734,surprise
364,41363,3.4,3.8,2.6,1.6,1.6,4.4,1.2,I felt ... when I arrived safely and calmly to our destination after driving a rental car in a different province.,relief,-0.19861375,0.107602715,-0.6513433,0.19939665,0.23644732,0.155202,-0.3352058,0.1234465,-0.024614744,0.17336036,0.2940055,0.14275408,0.53193426,0.09823773,surprise
365,41377,1.4,1.0,1.8,4.0,1.6,1.4,1.6,"I felt ... when I heard about a friend who has recently gone into a psych ward because he used to be very close to me, an ambitious young man, but for reasons that may or may not be in his control he has abandoned society and society has done the same to him.",sadness,-0.21545102,0.10257516,-0.5804629,0.1954248,0.15356436,0.14646235,-0.19871822,0.12487045,-0.033077106,0.18408372,0.33438808,0.14489321,0.36378717,0.10169031,surprise
366,41378,3.4,1.0,3.6,1.2,3.6,3.0,1.6,I knew I needed to put my dog Holly to sleep. It was awful but I knew it was the right thing to do to stop her suffering she looked so ... most of the time.,sadness,-0.18776742,0.114002965,-0.6102335,0.20185563,0.1874796,0.15379126,-0.315358,0.12531812,0.042506203,0.16432932,0.31788468,0.14325349,0.5070609,0.09744914,surprise
367,41397,3.8,4.0,3.2,1.8,3.4,3.0,1.4,when I returned to my apartment after being away during COVID.,relief,-0.21164387,0.11342217,-0.6240862,0.20167989,0.18431412,0.15087195,-0.42400202,0.12501825,-0.043242693,0.17079264,0.40574762,0.13961299,0.52928144,0.09860203,surprise
368,414,1.8,1.8,4.8,1.8,5.0,1.8,1.2,My waters broke early during pregnancy,fear,-0.43794778,0.1083244,-0.30241615,0.13755375,0.20661382,0.13620892,-0.19413841,0.11747261,-0.03472255,0.20357476,0.22208846,0.14197169,0.13517305,0.15489386,surprise
369,41402,4.8,4.8,4.0,1.8,2.2,2.8,1.0,I felt ... when I graduated high school,pride,-0.23981927,0.11243934,-0.40691683,0.1585524,0.2649304,0.15833455,-0.06679156,0.116590075,0.0009618546,0.18813252,0.20729467,0.12443655,0.17787156,0.14151451,surprise
370,41407,3.0,1.0,4.0,2.6,3.2,3.4,1.6,I thought I had upset a fiend and damaged our relationship,guilt,-0.3171433,0.106394894,-0.2724053,0.14911845,0.21859081,0.15606087,-0.20691265,0.12115177,-0.075005665,0.1965863,0.3400653,0.13548484,0.034314126,0.13520291,surprise
371,41415,2.0,1.0,4.0,4.6,3.4,1.2,2.2,I felt ... when I was laid off from a job I had just started and was excited for.,anger,-0.1641179,0.107141525,-0.49534026,0.21512908,0.18772809,0.14387245,-0.11403308,0.10636762,0.20598294,0.14740501,-0.056728408,0.14858498,0.4417256,0.13149935,surprise
372,41425,1.6,1.0,3.6,4.2,5.0,2.2,3.4,"The ... day of my life is when my dog got hit by a car. I watched her get hit. Luckily after everything was said and done she ended up being okay, but at the time it was the worst and ... day of my life. She is my best friend. TAfter finding out she wasnt going to die I still had to quit my job to rehab her and nurse her back to health.",relief,-0.24868727,0.106649496,-0.5545494,0.18988279,0.22730814,0.14950342,-0.29486814,0.1271154,0.07887839,0.18291444,0.26608962,0.1448773,0.3568625,0.09905717,surprise
373,41448,2.6,1.0,3.0,1.0,2.6,1.0,1.0,"my sister developed multiple sclerosis and has slowly disappeared, from a cognitive standpoint.",sadness,-0.13715266,0.107013814,-0.32056502,0.17834023,-0.097298324,0.1426986,-0.049052767,0.118712835,0.051693067,0.1896037,0.22731534,0.13863549,0.2569353,0.12499531,surprise
374,4146,2.0,1.0,2.4,4.8,2.4,1.4,3.6,I felt ... when I was at uni and someone stole my fishcake from the freezer. Had nothing to eat in the evening that day.,anger,-0.16725938,0.10375327,-0.6146729,0.19972195,0.09406702,0.14467818,-0.14779471,0.12019106,0.04248862,0.18755214,0.3369974,0.13718554,0.37082297,0.106917866,surprise
375,41479,3.4,1.0,2.4,1.2,3.4,1.0,1.2,I felt ... when my sister's dog passed away.,sadness,-0.024889838,0.12396272,-0.4192022,0.18741359,0.26444134,0.13466264,-0.11643955,0.11606786,0.24240853,0.14733116,0.14022343,0.15444502,0.40822875,0.136117,surprise
376,41481,3.4,1.0,2.2,1.0,2.8,1.0,1.0,"i felt ... when i lost my first dog, it was ... because i had grown up with the dog since a child it was apart of my family.",sadness,-0.115703985,0.10135079,-0.47712207,0.20782298,0.13304795,0.14728817,-0.092252366,0.12726475,0.017650738,0.17770624,0.28677648,0.1348074,0.39520395,0.10375962,surprise
377,4150,2.0,1.8,3.8,5.0,3.4,1.8,4.4,My mother invited my unvaccinated sister and her son over to play with my kids without my knowledge.,anger,-0.2008756,0.10462687,-0.16626336,0.16033348,-0.0026991405,0.1344756,-0.09308354,0.121807665,0.05215548,0.20059969,0.2489576,0.13849175,0.13266766,0.13966495,surprise
378,41503,2.8,1.0,2.6,4.0,2.4,1.4,3.0,I felt ... when I called my mom and found out that she and my dad were on vacation with my brother and they hadn't told me they were going somewhere together.,sadness,-0.33251062,0.10828261,-0.17763393,0.15872805,0.4300112,0.16425306,0.0145638045,0.11489077,0.08615236,0.18179367,-0.11509836,0.14294408,0.30061412,0.12910773,surprise
379,41507,2.8,2.0,3.4,3.0,3.4,2.2,1.4,My work office was relocating across the country,surprise,-0.21309385,0.11000992,-0.5922415,0.19417846,0.1837337,0.14852239,-0.3727461,0.12606841,-0.1391457,0.17456567,0.32816744,0.1403613,0.39876634,0.10629382,surprise
380,4151,1.6,1.0,4.2,5.0,5.0,1.8,5.0,robbed and vunrable,fear,0.18300743,0.099233925,-0.53937966,0.17580585,0.2233679,0.13877955,-0.37736353,0.13573954,-0.0025812243,0.18728015,0.1992454,0.13719338,0.08309551,0.12596765,surprise
381,41515,4.2,1.2,3.0,1.4,1.0,3.2,1.0,When returning home from a vacation because I didn't want it to be over.,sadness,-0.35728702,0.11859681,-0.456309,0.15795282,0.281304,0.16068082,-0.25455004,0.12740548,0.005103215,0.16425201,0.2951192,0.15020645,0.21066493,0.1209057,surprise
382,41529,1.4,1.0,3.4,4.8,3.2,1.6,3.4,"When I was 13 years old I was raped by a friendÂs older brother. I didnÂt tell anyone about it. I felt embarrassed and scared. And because of keeping this inside, I began acting out. I was then sent by my parents to a wilderness troubled teens program where I was forced to live outdoors in a tent, cooking my own food, cutting down trees, and put into extreme physical labor type situations. I had just turned 14 at this point. I was confused as to why I had to wake up one morning with two strangers in my bedroom, who then handcuffed me and drove me 2 hours from my home and dropped me off in the woods with other young girls and some Âgroup leadersÂ who were barely of age themselves. I lived my life like this, with no goodbyes to family or friends, for 5 months. I was terrified. And I was .... The most ... IÂve ever been in my life.",fear,-0.25299707,0.10451567,-0.4325456,0.17638472,0.17347841,0.14172815,-0.266435,0.12591124,-0.05271575,0.18944472,0.20573916,0.15028606,0.2601831,0.111729406,surprise
383,41548,4.6,1.2,4.2,1.8,5.0,3.6,4.2,I felt ... when my boyfriend found out that I had a secret Tinder (dating app) profile and had used it during our relationship.,guilt,-0.32792893,0.11349636,-0.24341457,0.15983708,0.36607426,0.15256582,0.016470334,0.11223349,-0.026920184,0.17507248,0.106300235,0.14311029,0.30147058,0.14368449,surprise
384,4155,2.4,1.6,3.8,4.0,1.8,1.6,1.6,My partner moved out while I was at work,sadness,-0.4701276,0.1101641,-0.33922574,0.14418545,0.19159162,0.14880112,-0.0981406,0.116394885,-0.035230294,0.20415793,0.22360763,0.13496064,-0.0773174,0.14133582,surprise
385,41581,2.8,1.0,4.6,2.8,2.4,1.4,2.4,aborted my baby,sadness,-0.08261044,0.09993111,-0.39022478,0.17985147,0.07266262,0.13710725,-0.5813898,0.15315913,-0.059976995,0.17250928,0.052508213,0.13805062,0.45802188,0.11939105,surprise
386,41583,3.2,1.0,4.2,2.0,3.6,2.6,3.6,my father had an intervention with me about my drinking habits and how it is affecting my relationships and work.,shame,-0.21508823,0.10174005,-0.105341844,0.16245972,0.12898739,0.13511838,-0.15959328,0.12631361,-0.039965734,0.18379216,0.16039497,0.14438838,0.07195201,0.14618766,surprise
387,41586,2.4,1.0,3.4,4.0,4.0,2.8,2.8,"I felt ... when a previous partner of mine made fun of me for one of my sexual fetishes. I had built up the confidence to ask them to include it when we had sex, and instead of the hoped-for reaction of agreement, or the emotionally-neutral reaction of politely declining, they ridiculed me for having the fetish and strongly refused to ever indulge it.",shame,-0.18912719,0.10281622,-0.54296464,0.18992022,0.14415683,0.13773535,-0.25651225,0.122927874,-0.09723273,0.19084729,0.3425054,0.14747922,0.39329368,0.10827384,surprise
